CO_ALUNO_IDENTIFICADO,CO_ALUNO,NO_ALUNO,NO_MAE_ALUNO,SG_SEXO,DT_DATA_NASCIMENTO,NU_CPF,DS_EMAIL,CO_PESSOA_FISICA_ALUNO,DS_SENHA,CO_MATRICULA,CO_CICLO_MATRICULA,CO_CURSO,NU_CARGA_HORARIA,DT_DATA_INICIO,DT_DATA_FIM_PREVISTO,CO_PERIODO_CADASTRO,NO_CICLO_MATRICULA,CO_TIPO_OFERTA_CURSO,CO_TIPO_INSTITUICAO,CO_PORTFOLIO,NU_VAGAS_OFERTADAS,NU_TOTAL_INSCRITOS,NO_STATUS_MATRICULA,CO_UNIDADE_ENSINO,MES_DE_OCORRENCIA
543095216,180395835,Maria Julia Araújo,Ana Lívia Costela,M,1998-11-02,976.450.318-75,ada-costa@peixoto.net,252693458,S#0J&gwF@4,95914589,20160,12961,800,2025-03-20,2022-09-14,10,sequi,3,2,9477,44,47,TRANCADO,742982,6
728983547,111303458,Dra. Maria Clara Silveira,Milena Rocha,M,2003-10-26,107.829.346-50,levida-rocha@da.br,713098667,+f25Lpyl4X,49083202,13854,31136,1600,2021-10-16,2022-03-28,2,at,3,3,4101,35,49,CONCLUÍDO,893105,12
303507359,873655514,Arthur Melo,Gabrielly Monteiro,M,1997-04-06,542.680.371-44,goncalvesluiz-fernando@hotmail.com,142221950,C@0aNkw*AH,55849959,61425,83795,1000,2020-01-04,2022-09-29,2,id,1,3,8259,68,66,TRANCADO,169709,5
414049645,245321652,Paulo Viana,Laís Souza,F,2005-03-14,940.312.867-40,theo76@bol.com.br,401297440,HiOm3M6tg^,70988105,95587,47558,1000,2020-03-30,2020-07-18,3,sit,4,2,9544,71,73,CONCLUÍDO,397008,10
870647045,223850246,Renan Duarte,Valentina Cardoso,M,2002-03-16,089.361.574-93,luiz-henriqueda-mata@da.com,724941120,5$&7_R$lQ(,88160801,65638,10635,800,2023-09-14,2025-02-11,1,dolor,5,3,6908,59,79,TRANCADO,159418,3
759606601,283732041,Marina Oliveira,Lavínia Pinto,F,2004-06-18,187.360.429-78,tda-mota@ig.com.br,387456510,G_@6MVchqa,47697062,79115,87835,800,2021-11-14,2024-03-02,8,deleniti,4,3,7627,56,94,CONCLUÍDO,499136,2
526130421,491563708,Miguel Freitas,Lara Rezende,M,2002-12-30,834.527.190-14,limavalentina@lopes.com,744415708,Nd0Jqt3$R),39348430,76210,74222,1600,2020-09-02,2020-10-14,5,amet,4,3,8842,75,70,TRANCADO,849620,7
121977280,679571204,Clara Barbosa,Emilly Silva,F,1994-12-11,614.520.738-80,teixeiracaua@ig.com.br,222507328,M_PM2Zq$4r,37973171,93460,66404,1200,2024-09-28,2024-12-08,8,qui,5,3,4472,74,23,TRANCADO,586811,4
228127402,773344908,Carlos Eduardo da Conceição,Vitória Gomes,M,2004-01-22,795.310.468-75,cunhapedro-lucas@da.br,960360577,Wr)D7FDzLr,34116535,72816,24789,1600,2025-01-30,2020-11-08,8,vero,5,3,3665,73,29,TRANCADO,398900,9
960797488,284235353,Dr. João Pedro das Neves,Melissa Farias,F,1998-12-16,906.285.713-21,juan08@sales.br,215922861,vg9BdguX)A,89310218,96105,54655,1200,2023-04-17,2024-01-30,6,architecto,5,1,9229,72,75,CONCLUÍDO,928262,5
249108952,263876260,Rafael Peixoto,Srta. Alice Gonçalves,M,2001-07-31,697.810.432-96,freitasgustavo@gmail.com,947222009,61)gMyhc%3,96763291,19070,93977,1600,2023-10-07,2024-06-11,7,asperiores,4,2,2912,59,85,DESLIGADO,264692,6
838625553,538967269,Kevin Castro,Dra. Letícia da Mota,M,1994-10-30,968.301.745-20,viniciuscastro@ig.com.br,402095919,H^2YvHMigz,37152058,17290,12112,1600,2020-05-21,2020-10-24,4,earum,3,1,2251,51,28,CONCLUÍDO,365994,12
244260693,210558566,Bárbara Mendes,Ana Clara Pires,M,2002-03-02,132.895.764-00,alexia59@gmail.com,480621190,BB3vMyjC_6,71979668,18374,82151,800,2021-12-08,2022-01-10,10,neque,5,3,4263,65,97,TRANCADO,784690,9
432318210,552243268,Emanuelly Pinto,Marcela Ferreira,F,2000-11-20,371.649.850-57,ida-luz@yahoo.com.br,531431518,Dt!2DhTsuv,20075385,54772,64431,800,2021-05-27,2025-02-04,3,laboriosam,5,2,2441,32,40,DESLIGADO,524455,8
998826618,834745826,Ana Carolina Fernandes,Valentina Silveira,M,1999-06-21,925.061.837-95,melomaria-alice@nascimento.com,589190225,b$7k%Gkt5%,96410046,42836,36129,800,2020-04-20,2020-10-17,7,cum,4,1,2368,43,97,TRANCADO,884842,10
708505985,790768089,Eloah Dias,Sra. Marina das Neves,F,2006-09-04,832.951.746-28,rlima@melo.net,110077594,#SkBuwVH^1,27892781,15535,80235,1600,2022-09-18,2020-12-21,5,cum,2,3,1984,70,70,TRANCADO,277621,5
189056553,209723388,Srta. Ana Beatriz da Rocha,Alexia Mendes,M,1994-08-06,813.590.264-60,heloisacorreia@silva.com,666800895,__oTdnVq3M,83352479,65091,71640,1000,2024-12-31,2022-10-12,3,autem,4,3,4392,68,52,CONCLUÍDO,250952,8
906816895,204716195,Dr. Emanuel Lopes,Helena Carvalho,M,2001-07-16,069.247.513-34,ulopes@fernandes.com,415867440,)I26Pcj^G1,92915516,51414,92217,1200,2020-07-05,2024-03-18,5,modi,1,1,9591,37,82,DESLIGADO,122904,11
382286221,603141452,Davi Luiz Costela,Ana Laura Gomes,F,2000-04-16,596.428.013-70,kmoura@bol.com.br,821870017,(@#JcX5l7j,29798270,74193,28791,800,2025-06-01,2020-06-25,10,autem,1,2,8299,73,23,DESLIGADO,349280,3
822625957,318515961,Ana Luiza Moreira,Bruna Monteiro,M,1997-12-21,708.261.954-58,barbara92@hotmail.com,845758962,3L%Ke_jT!1,65575491,59271,92958,1000,2021-12-22,2022-06-08,3,consequuntur,1,1,5712,57,75,DESLIGADO,640407,8
480760772,350636387,Davi Luiz Souza,Ana Vitória Nunes,F,1998-04-24,607.842.593-56,alice52@fernandes.org,989204581,cq^0SmDU$E,27835443,28210,47275,1200,2024-03-28,2020-01-07,1,quas,1,2,6075,52,25,CONCLUÍDO,201494,9
491341932,418181548,Srta. Raquel Freitas,Sra. Emilly Aragão,M,1997-10-01,945.160.723-43,duartefernando@uol.com.br,679997115,*b!t4UYw(E,23683635,82151,96271,1200,2020-11-15,2024-10-29,8,quod,2,2,7472,73,47,CONCLUÍDO,321770,3
704337205,990095877,Lorena Cardoso,Maria Sophia Nascimento,M,2003-10-05,432.819.065-24,caue57@moraes.br,514712099,&8vY)X^jNp,90566944,81079,74335,1200,2021-04-14,2024-05-13,5,quidem,5,3,2016,69,96,TRANCADO,988687,10
901701491,720771031,Juliana da Luz,Mirella Freitas,M,2005-09-28,687.920.351-59,gabrielly86@das.com,817990844,lQ+*h3Qu1w,45750842,82121,24320,800,2020-05-30,2022-11-15,9,voluptates,1,3,1156,69,55,CONCLUÍDO,174664,12
643438625,954155037,Srta. Amanda da Rosa,Gabriela Ribeiro,M,2006-08-23,214.758.930-60,ramosluana@uol.com.br,112114800,^uiIoGqk_1,69005501,62731,15598,1600,2024-03-15,2024-07-06,8,iure,4,1,5316,30,83,CONCLUÍDO,951767,9
578313583,928638071,Emanuel Novaes,Isabella Melo,M,2006-03-11,527.139.046-25,eduarda86@viana.com,207563744,6n8Qy%w6$Y,20016691,22367,22481,1600,2022-02-23,2022-11-30,7,architecto,4,2,4681,36,55,TRANCADO,476400,7
231354477,831403735,Bruna da Mota,Ana Sophia Peixoto,M,2001-05-06,058.146.923-24,brenda18@uol.com.br,514550493,)tGmB7vB+0,53779861,56579,89350,1600,2020-01-05,2021-09-10,4,exercitationem,3,3,3455,46,26,DESLIGADO,987701,12
290153057,240891121,Sarah Silveira,Sophie Cavalcanti,M,1997-02-22,628.103.479-13,joaocampos@rezende.br,520531331,V@+7ooDHIs,68965664,16319,20359,1600,2020-05-30,2021-06-08,9,pariatur,2,1,9363,77,40,TRANCADO,935491,12
871677236,459977288,Rafaela Viana,Helena Gomes,F,1999-06-29,074.356.291-70,luiz-miguelaragao@da.br,798659871,E$2V8+Mn2+,31514431,53109,29910,1000,2024-11-17,2021-07-09,3,minus,5,1,3360,75,21,CONCLUÍDO,195727,8
312688096,841151039,Ana Lívia Nogueira,Isabella Silva,M,1999-07-22,273.841.506-71,da-pazjoana@caldeira.br,401103132,+h3mRIHLu9,60763633,60453,34456,1200,2024-01-22,2024-04-29,2,iure,5,2,8062,38,29,TRANCADO,561538,6
909922737,882995277,André Duarte,Sra. Ana Araújo,F,2005-10-08,173.280.956-95,lavinia54@lopes.br,185840796,Y2YKBOPf%D,18422264,21957,37708,1200,2021-10-11,2020-03-06,7,quia,3,1,4028,74,55,TRANCADO,167297,8
800407043,470347710,Luiz Otávio Ramos,Sra. Sarah Nunes,M,1997-03-06,098.257.316-21,qmoreira@ig.com.br,688261024,i1Ka(KGF#o,53847033,62773,14709,1000,2021-03-26,2025-06-03,6,dignissimos,2,2,2164,80,46,DESLIGADO,976389,4
696696057,186066571,Emanuella Viana,Mariane Fernandes,M,2007-04-23,907.251.864-02,santossophia@ig.com.br,557072549,!ro3^WOuZm,44387039,11579,26997,1600,2021-04-25,2020-03-21,6,itaque,5,2,5286,47,33,CONCLUÍDO,622497,6
790832368,701893907,Matheus Pires,Marcela Sales,F,2004-08-11,471.359.280-32,crodrigues@uol.com.br,590011925,eYrYcUTH^7,48207038,99887,35480,800,2020-05-31,2024-07-15,7,omnis,5,3,8346,59,91,TRANCADO,659881,7
555684339,477076652,Caroline Ribeiro,Lorena da Rosa,M,1996-10-09,271.605.384-71,ana50@fernandes.com,542989166,T#59ilJfRK,88797656,92529,87106,800,2023-04-10,2023-05-17,10,non,3,2,4488,58,22,TRANCADO,620549,10
661945192,228910125,Stella da Mata,Eloah Silveira,F,2003-06-20,926.831.074-04,alanagomes@moreira.br,891209612,02jD_ssG(d,58950895,40076,29193,1600,2022-05-08,2023-08-21,9,amet,1,2,6332,54,21,CONCLUÍDO,857447,9
612307866,106193458,Sr. Luiz Fernando Ferreira,Isadora Carvalho,M,1998-10-05,584.021.396-98,vfernandes@mendes.br,133770475,%PYFePKa*7,68582619,63022,80702,1000,2024-02-20,2022-12-20,4,blanditiis,5,2,6844,59,39,DESLIGADO,162164,6
440134253,740030903,Luiz Felipe Teixeira,Srta. Julia Carvalho,F,2004-04-06,325.614.780-17,da-cunhagabrielly@hotmail.com,644718547,ur%0VAhxA),33957416,52521,11470,1000,2021-06-08,2020-08-06,5,est,2,3,8937,52,28,DESLIGADO,783729,3
839038887,773665119,Isabelly Pires,Alice Moura,F,1997-05-29,183.274.096-03,gustavo-henrique02@novaes.com,307643297,zk14&DJjN%,94303254,27498,88956,1000,2024-07-27,2021-05-20,1,quam,1,3,1519,50,94,DESLIGADO,550550,9
823524372,704399075,Isaac Moreira,Helena Farias,F,2002-12-17,921.386.470-13,freitasgiovanna@porto.br,961697604,+6fHEfcQWU,76088371,33625,18878,1200,2022-10-19,2024-08-21,1,fuga,5,3,4492,60,37,DESLIGADO,211926,2
954524535,693650207,Yuri Porto,Sra. Alícia Carvalho,M,2005-10-21,192.834.576-09,almeidabarbara@da.br,336226710,%YxXwKq52w,16870676,82560,36293,1600,2021-01-24,2023-05-02,3,ducimus,3,1,4114,78,97,DESLIGADO,270102,8
342641405,679994696,Elisa Santos,Isadora Azevedo,F,2003-05-08,529.687.430-74,gomesbrenda@da.br,502526963,&zvBQqLp3$,81947508,16389,75654,1000,2023-04-01,2021-10-10,3,tempore,4,2,7891,61,71,DESLIGADO,969094,1
262831125,773342187,Stephany Santos,Ana Sophia da Rocha,M,2005-01-29,390.154.782-79,rodrigueselisa@cavalcanti.com,826715751,$5aLJnuIb&,48923233,81635,30356,1000,2024-07-22,2022-08-03,9,saepe,2,2,8766,49,71,CONCLUÍDO,853804,5
661355835,411969628,Brenda da Luz,Julia Dias,M,2001-03-30,854.631.029-70,da-pazana-julia@yahoo.com.br,576390021,a$K2UYcff&,35470347,97058,23173,1200,2022-02-07,2020-09-15,7,quo,3,1,6496,39,45,DESLIGADO,222563,10
739944346,416241656,João Santos,Cecília Gonçalves,M,2003-09-24,091.748.563-75,vitorialima@gmail.com,809410377,)1ERWcxRFp,40480139,51944,12680,1600,2021-03-20,2024-08-07,1,eum,3,2,1627,51,90,DESLIGADO,855839,3
439851850,433855392,Raul Vieira,Elisa Cardoso,M,2003-03-29,407.138.952-41,aragaoagatha@ig.com.br,684378146,^)4#AmN4gU,82474771,88482,36768,1200,2023-11-03,2022-09-29,8,sapiente,3,2,9089,59,84,TRANCADO,495111,2
982568098,465319107,Giovanna Porto,Ana Laura Cunha,F,2004-11-02,592.430.176-16,joao-lucasnogueira@ig.com.br,513531122,wz77Dmrne#,20120072,66505,38728,800,2021-08-16,2025-01-29,2,sint,1,3,5113,57,28,TRANCADO,887738,6
940823508,789286692,Sr. Antônio Cavalcanti,Alice Moreira,F,2004-08-19,834.761.250-17,maria69@uol.com.br,988759640,o0w*9IaiwG,92299136,46608,52194,1600,2021-10-18,2025-01-17,5,nam,4,1,4425,32,82,CONCLUÍDO,184202,1
509571773,738964760,Henrique Lopes,Alana Nogueira,M,2003-02-24,305.467.912-80,maria-alice24@bol.com.br,956924897,@8RIjYrsFF,67404338,59960,52734,1200,2022-12-26,2021-03-14,8,illo,3,2,4766,44,62,TRANCADO,151072,12
427017147,743301635,Pedro Miguel Duarte,Kamilly Carvalho,M,2000-09-08,152.049.786-58,mourabreno@nunes.br,254264133,MQQOQBwa)6,98980391,17553,48254,1000,2023-11-21,2021-08-26,6,quisquam,3,1,1750,30,50,CONCLUÍDO,792052,6
336746618,932705496,Maria Luiza Cardoso,Mariana Lima,M,2003-02-01,875.290.461-01,yasminsouza@nunes.br,975985168,oP7xDBy7**,61666133,70164,59193,1000,2024-07-17,2023-11-15,9,odio,1,1,9003,65,50,DESLIGADO,347721,6
863567851,124640624,Luiz Henrique Barbosa,Sra. Bruna Gomes,M,1996-07-14,943.067.218-50,da-cunhaana-livia@da.br,227283872,%C2Cq&+TK(,28083941,70201,79161,1000,2021-06-05,2023-10-28,3,nulla,2,2,7706,61,43,TRANCADO,897186,4
615997130,457520114,João Felipe Santos,Ana Sophia Correia,M,1998-06-12,136.074.952-70,ana-julia24@araujo.br,790381590,e#oz1OkZoB,25549045,42696,11949,1600,2024-07-21,2022-06-25,5,itaque,2,3,8544,62,93,DESLIGADO,871261,3
853860865,789873853,Larissa da Luz,Maria Vitória Lopes,F,2004-07-17,456.728.391-00,viniciusbarros@ig.com.br,338524603,A&!2PPlwL4,82706218,86459,62676,800,2023-09-06,2023-12-11,8,eos,1,1,7718,54,69,CONCLUÍDO,783943,7
928043557,828530992,Dra. Beatriz Teixeira,Luiza Gomes,F,2007-01-15,864.197.253-64,ianaragao@ig.com.br,358151020,v(1Utiwp6!,34128665,99592,50657,1200,2022-03-25,2024-10-03,4,labore,2,3,1150,49,38,DESLIGADO,968761,11
936797547,644799864,Emanuel Dias,Srta. Luana Pereira,M,2002-09-22,637.520.914-52,emanuella80@fogaca.com,832450422,7pBvkWQL*q,86012799,75527,28372,800,2021-06-20,2020-05-31,2,cum,2,2,3975,80,92,DESLIGADO,184104,9
758974750,440956289,Marina Monteiro,Heloísa Martins,F,2001-07-05,895.374.261-73,joao-gabrielcorreia@bol.com.br,446519470,eN*2OvVQKs,32506282,35625,78440,1200,2023-04-28,2023-07-11,5,dolorum,3,1,7785,51,34,TRANCADO,534342,2
584247954,946688625,Laís Rodrigues,Laís Nogueira,F,1997-05-10,027.649.158-02,joaquimramos@ig.com.br,900489306,&TO%X*gP*9,89119922,32177,89653,1200,2023-02-09,2022-01-04,3,eveniet,3,1,4341,39,66,TRANCADO,512729,1
354117957,330393928,Miguel Jesus,Ana Cardoso,M,1999-11-20,807.531.469-75,pintoraul@bol.com.br,246457227,85QG(x0h!8,33001628,27660,12221,1600,2021-10-07,2024-08-31,8,nam,2,3,6976,45,26,TRANCADO,783741,11
827066943,500183398,Maria Fernanda da Luz,Sra. Emanuelly Costela,F,2005-09-04,586.473.102-17,vitor-gabrielsantos@rodrigues.br,128678892,*J4vY4xx2I,75481335,73662,54152,1200,2022-10-09,2020-09-20,1,accusamus,2,2,5532,77,93,CONCLUÍDO,506878,4
107891692,255831148,Ryan Araújo,Eloah Moura,F,2002-07-01,459.312.870-60,boliveira@gmail.com,164440165,w%OAUpxI#5,18261381,87860,60571,1600,2021-10-06,2020-09-03,2,tempora,1,2,6837,48,40,TRANCADO,550864,9
246511139,169906074,Emanuella Monteiro,Gabrielly Moraes,M,1994-06-18,237.956.401-99,goncalvesmaria-sophia@ig.com.br,527095698,WcgAF5iM^2,62022643,98329,57398,800,2021-05-16,2020-08-20,4,earum,5,2,5885,59,26,TRANCADO,676206,12
642327906,649536854,Sra. Clara da Rocha,Larissa Costa,F,1994-09-09,928.164.357-09,bernardo49@hotmail.com,831853451,@1T90uwEb0,73790656,43113,39572,1600,2022-05-11,2020-08-02,8,at,4,1,4382,38,59,CONCLUÍDO,380403,9
773325807,797740611,Bianca Porto,Sra. Ana Carvalho,M,1999-08-12,736.092.854-00,theo63@cardoso.br,853764116,^l9UIc+!G7,58662614,75258,36148,800,2021-11-28,2022-09-02,1,maxime,2,3,5057,49,32,CONCLUÍDO,885272,4
245560584,252657790,Diogo Aragão,Srta. Luna Cardoso,F,1995-09-12,239.871.605-86,isisalmeida@fernandes.br,294471131,fu6Rm_&Q%A,80056310,58226,15707,1600,2024-01-04,2023-08-26,3,iste,1,1,7847,58,29,TRANCADO,923793,8
953284681,613736275,Julia Aragão,Sofia Novaes,M,2002-04-28,912.386.475-37,luiz-felipe07@da.br,632895044,+cP21CDS4%,43385508,37554,11910,1000,2020-02-14,2024-04-05,7,nesciunt,2,1,1861,53,75,TRANCADO,365471,6
381276837,139149969,Alice Alves,Giovanna Mendes,M,1998-11-07,915.830.672-21,silvaolivia@rocha.br,482631433,Q9LF(agM_6,91544293,59965,14231,800,2021-09-20,2021-08-18,6,inventore,3,1,3349,30,44,TRANCADO,548541,10
653273999,985452863,Dr. Eduardo Castro,Alícia Gomes,F,2001-05-05,063.917.458-20,julianada-mata@lima.br,796302181,v^q1PcGs)X,31487214,99051,53812,800,2022-12-17,2023-01-19,3,esse,3,3,4921,55,31,CONCLUÍDO,182311,4
371780850,764531454,João Gabriel Moraes,Nicole Vieira,M,2001-12-01,964.870.513-57,almeidajulia@oliveira.br,456165408,C#h6^BRwDK,97070550,67871,43809,1000,2023-06-23,2024-07-18,7,placeat,5,1,4895,51,60,CONCLUÍDO,733721,11
625645664,596471360,Kaique Correia,Alícia da Rocha,F,2004-12-22,269.830.574-65,rda-mota@almeida.com,421020576,5Rl+9g4o)F,56969761,39388,33777,800,2022-07-16,2024-08-19,7,necessitatibus,5,1,1260,74,64,CONCLUÍDO,971611,10
645177871,336755420,Srta. Marina Melo,Letícia Ramos,F,1997-04-29,265.743.810-53,isadora18@yahoo.com.br,632203161,2@9reC5vz7,56092464,33145,52424,800,2021-11-30,2020-09-15,4,ratione,1,3,3421,37,36,CONCLUÍDO,468834,9
762675995,736631281,Enrico Rezende,Sra. Alana Cunha,F,1996-07-06,985.107.342-32,mendesfelipe@silveira.com,777435021,05PychAF#E,95886748,47131,80815,1600,2021-07-03,2025-05-12,6,ipsum,2,1,6326,69,22,CONCLUÍDO,725274,7
462244593,215120342,Dra. Kamilly Souza,Marcela Costela,M,1999-06-23,280.467.591-20,vieiramaite@uol.com.br,172483339,WW3Di1fRt^,71566478,87438,28420,1000,2022-03-23,2023-08-10,7,repellat,2,2,8843,34,60,CONCLUÍDO,124844,10
706764795,402070164,Nicole Almeida,Daniela da Rocha,F,1997-10-13,603.495.821-06,pedro-miguel07@uol.com.br,825149756,MT_ye3NoZa,86248121,64566,75679,800,2021-07-20,2020-10-25,2,dolore,1,3,8147,76,88,TRANCADO,961368,8
241212858,493509141,Srta. Isadora Peixoto,Valentina Araújo,F,2002-08-06,625.134.097-52,luiz-henriquefarias@lima.com,166710891,5*p68HJe5a,87180529,53995,95954,800,2022-01-26,2022-04-25,1,a,2,1,9279,44,32,DESLIGADO,147136,8
253737692,910704991,Daniela Gomes,Pietra Nogueira,M,1995-03-27,789.526.140-11,ferreiraarthur@da.org,302580823,6bBPcdW0)9,71253682,17690,15988,800,2023-10-06,2024-07-12,3,fugit,2,3,4423,65,39,CONCLUÍDO,255821,3
317052714,114274267,Mariana Pereira,Cecília Almeida,M,2002-07-19,935.274.861-19,da-motaluana@sales.br,320037141,Og3A8TUmY*,27723330,43046,10300,1200,2020-06-17,2020-04-18,9,illo,4,1,9648,56,83,DESLIGADO,739951,5
816796098,221571333,Stella Dias,Alexia Cavalcanti,M,1999-06-28,357.894.620-65,leticia72@bol.com.br,885879204,TJ(y&2WkZ@,17993867,64304,60764,1200,2022-05-01,2023-08-30,2,harum,2,3,4323,62,26,CONCLUÍDO,823912,9
951700850,659906725,Lorena da Mata,Bárbara da Cunha,M,1997-12-24,510.962.784-30,ianfreitas@gmail.com,578592161,*s1&1Zo%IV,10140259,17149,94355,800,2025-02-15,2023-06-10,1,vero,5,3,1670,49,53,DESLIGADO,371457,6
339144737,720178544,Pietro Cardoso,Marina da Mota,M,1996-03-24,149.052.376-61,gribeiro@araujo.net,307405253,OH3KT8Lv^0,94450637,49070,23481,1000,2023-06-19,2022-10-17,10,quibusdam,1,3,7724,43,57,DESLIGADO,351594,12
873327988,791979768,Pedro da Rosa,Melissa Pires,M,2000-03-04,301.267.854-90,nogueiramariane@moreira.com,659991948,R25oZX@f)@,86725097,78524,36762,1600,2020-07-12,2024-09-26,8,non,3,3,4644,79,95,CONCLUÍDO,493353,7
762378921,263240673,Luiz Otávio Duarte,Beatriz Nascimento,M,1997-06-08,523.740.918-05,giovanna74@cunha.br,734589179,n*7F8IqjSD,46168305,48552,72027,800,2023-11-07,2022-09-29,10,recusandae,5,2,1488,47,47,DESLIGADO,203632,1
739285917,906746515,Sofia Gomes,Vitória Aragão,F,2001-04-06,591.283.604-51,gnovaes@novaes.com,626976168,_omSLAld2z,20533865,42311,62901,1000,2023-09-27,2022-07-31,4,voluptatem,2,1,8719,69,67,TRANCADO,506355,9
459671152,645898897,Bryan Pereira,Eloah Porto,F,2001-02-02,210.864.395-89,cardosomaria-eduarda@rocha.br,733515023,7c7k6JGxt$,71686329,91171,68496,1000,2020-06-06,2025-06-02,3,expedita,1,2,7138,51,98,DESLIGADO,955287,10
616881430,451409737,Benjamin Cardoso,Lívia Silva,M,2004-10-15,489.276.053-65,da-conceicaonina@novaes.br,424095064,b9nCndka$W,14924827,12770,41839,1600,2024-12-08,2021-06-07,1,mollitia,4,2,1744,52,44,TRANCADO,307148,11
639243341,729277184,Luiz Fernando Viana,Ana Laura Costa,M,2007-03-24,253.974.068-56,ana-liviada-costa@ramos.org,651644184,C5f4EqWya&,28416660,61568,15461,1000,2024-03-06,2023-05-26,10,aliquam,3,2,9424,36,78,CONCLUÍDO,935994,2
163218503,796057880,Eduarda Silva,Sra. Isis Nascimento,F,2004-11-07,865.190.273-59,theoferreira@ig.com.br,388757553,0eNjmZSj)^,65726230,65465,86123,800,2022-02-22,2020-09-03,6,veniam,3,3,3650,31,75,DESLIGADO,337800,9
861314934,320370952,Heloísa da Conceição,Sra. Alice Nogueira,M,1999-06-18,890.572.614-30,qda-rosa@hotmail.com,749874918,2M3iL7Cp#$,77627714,35403,38154,1200,2021-12-10,2021-01-30,9,iusto,3,3,8096,40,63,DESLIGADO,998298,10
577881900,178063041,Laura Novaes,Amanda Silva,M,2003-02-04,029.874.631-03,pnunes@uol.com.br,537868986,^GOmi+Oo5O,21176931,94113,61524,1600,2024-06-18,2021-10-19,4,modi,2,2,1476,38,40,TRANCADO,374942,2
871443537,976503883,Enzo das Neves,Sofia Silva,F,2005-01-25,160.537.492-06,davicardoso@yahoo.com.br,515706639,oAA01F#w$(,75687247,37592,91198,800,2021-10-26,2020-06-18,3,ad,2,3,2314,48,73,TRANCADO,181111,8
715706351,450043349,Maria Alice Pinto,Nina Correia,M,1998-05-12,213.067.984-69,da-conceicaonatalia@uol.com.br,558998608,nMM7Ft^uj@,41609573,56880,89314,1600,2021-09-07,2020-05-21,6,tempora,5,3,6001,52,76,TRANCADO,290770,12
353834434,797001812,Danilo da Mata,Ana Julia Fogaça,M,2005-07-08,980.213.465-15,cmendes@barros.net,389123028,9l+hEtEF(h,92308681,81396,55956,1600,2021-06-10,2024-01-28,4,consequatur,1,1,4102,45,68,TRANCADO,966173,11
532350380,927203392,Maysa da Costa,Juliana Silveira,M,2003-04-13,602.419.578-85,yagoduarte@hotmail.com,353997231,+97L_Vx1N$,65551463,55840,22215,800,2023-07-17,2021-06-15,5,nisi,4,1,5322,43,84,CONCLUÍDO,105668,8
407570766,588724890,Laura Moraes,Ana Carolina Fernandes,F,2005-07-01,289.713.465-82,ifernandes@da.com,791854216,!W3L&eUM(a,73440840,73825,52872,1000,2021-01-24,2022-07-19,5,eum,5,2,2767,35,26,DESLIGADO,803030,9
622574086,395224410,Arthur Vieira,Dra. Juliana Ribeiro,M,1996-07-24,217.384.965-46,zcardoso@ig.com.br,541834258,%BMb6ADrDb,47232097,21951,89374,1200,2024-08-01,2024-09-01,7,sunt,3,3,1952,35,94,CONCLUÍDO,950748,7
730250337,230303948,Dr. Enzo Porto,Ana Clara da Conceição,M,2005-10-14,926.045.387-92,lauradas-neves@ig.com.br,657248760,N%O49$p5_0,30121033,13802,82112,1600,2020-10-22,2022-08-09,7,hic,4,2,2029,47,72,DESLIGADO,639527,8
807044078,431544223,Sr. Bryan Rodrigues,Daniela Caldeira,M,1994-12-05,547.309.126-16,gribeiro@gmail.com,371266367,f&3s0DDcLr,64778606,87954,68734,1200,2025-05-01,2024-06-22,5,ipsam,5,3,3137,42,93,DESLIGADO,102314,10
118860504,582383667,Dra. Luna Almeida,Luiza Farias,F,2007-05-08,268.973.405-29,leandro95@uol.com.br,838985081,+CzTuKOmd9,32159480,99074,31351,1200,2022-09-06,2020-07-30,6,delectus,2,1,6986,41,21,TRANCADO,399908,12
828255368,520140146,Luiz Felipe da Paz,Camila Peixoto,F,2006-04-14,137.825.064-80,da-luzclara@nunes.br,217736707,@3f9OAcfJ0,55091323,17878,23426,1600,2021-06-07,2020-10-31,4,sunt,2,2,6818,50,22,CONCLUÍDO,424255,2
762988584,994249499,Stephany Alves,Sarah Rodrigues,M,1996-09-24,410.398.572-05,emillyazevedo@hotmail.com,336194693,@vg9NPmZ7+,52305120,76667,71581,1200,2020-01-23,2022-08-14,7,magni,3,3,2532,75,36,CONCLUÍDO,279024,9
449249546,444949061,Luna Peixoto,Olivia da Mota,F,2002-01-05,510.723.498-41,emanuellydias@yahoo.com.br,821618596,2_6XTCl$Ny,48250360,64465,49763,1000,2024-06-12,2021-12-09,4,pariatur,4,2,7429,56,60,CONCLUÍDO,513731,5
386453752,539114015,Carlos Eduardo da Rosa,Caroline da Luz,M,1999-05-19,783.019.652-40,matheus07@hotmail.com,544306631,4G4YX9Ac!@,35353022,66852,96613,1000,2024-03-22,2020-05-10,2,recusandae,1,3,8879,62,49,CONCLUÍDO,558047,5
845260345,773327945,Heitor Teixeira,Isis Alves,M,2005-06-29,201.894.653-60,arthurferreira@yahoo.com.br,879709795,^)q4GXJxLO,85204584,17181,39804,800,2023-02-03,2024-09-29,5,amet,5,1,4756,35,49,TRANCADO,785892,5
348016639,695974309,Emanuelly da Mota,Yasmin Lima,F,2002-05-04,593.847.620-83,xbarros@azevedo.com,295325345,eU#Ek7Hyw%,53836533,12946,75879,1600,2024-11-03,2024-05-22,5,labore,5,3,6948,47,72,TRANCADO,938122,2
